case_id,payment_id,settlement_id,bank_txn_id,anomaly_type,expected_decision,expected_settlement,actual_settlement
CASE_02754,PAY_ABF4A447,SET_48A29279,BNK_85777980,DUPLICATE,REVIEW,1947040,1947040
CASE_02755,PAY_92959F73,SET_852E19A7,BNK_4A0E1600,UNEXPLAINED_DELTA,EXCEPTION,1456887,1421887
CASE_02756,PAY_EDF94891,SET_E6A14EC4,BNK_34637DCF,REFUND,MATCHED,514417,514417
CASE_02757,,SET_766C2C23,BNK_0E621374,MISSING_PAYMENT,EXCEPTION,953357,953357
CASE_02758,PAY_EDAA221F,SET_AB0EA0A7,BNK_541A6B7D,DUPLICATE,REVIEW,65712,65712
CASE_02759,PAY_7FB84272,SET_7D2DB1F7,BNK_0274EB20,UNEXPLAINED_DELTA,EXCEPTION,1927121,1920021
CASE_02760,PAY_ED1A7284,SET_E28684F4,BNK_B5C501CC,CLEAN,MATCHED,1618481,1618481
CASE_02761,PAY_CB165BCD,SET_0AA83E0F,BNK_1B006DA7,DUPLICATE,REVIEW,531357,531357
CASE_02762,PAY_A3AFC1D3,SET_2C231A38,BNK_116AC7CD,CLEAN,MATCHED,1883964,1883964
CASE_02763,PAY_248702B3,SET_E47AE091,BNK_897693AD,CHARGEBACK,MATCHED,-1109,-1109
CASE_02764,PAY_4665FF48,SET_A81886E6,BNK_640A8714,FEE_VARIANCE,EXCEPTION,1335520,1335420
CASE_02765,PAY_4D58EC3A,SET_B1A5D94A,BNK_8742F965,CLEAN,MATCHED,1474657,1474657
CASE_02766,PAY_27F8E42C,SET_6846FA03,BNK_C78B5AA7,CLEAN,MATCHED,498648,498648
CASE_02767,PAY_D7A3A9E0,SET_7F99756C,BNK_394BBEF7,DUPLICATE,REVIEW,927092,927092
CASE_02768,PAY_35B4D34C,SET_7E169F51,BNK_3EC7D583,CLEAN,MATCHED,1245106,1245106
CASE_02769,PAY_CAC95E77,SET_2353BD14,BNK_E7633B76,TIMING_DIFFERENCE,MATCHED,194890,194890
CASE_02770,PAY_EF654236,SET_3AB0B8EE,BNK_81A2F693,CLEAN,MATCHED,1267465,1267465
CASE_02771,PAY_FC2F7E7D,SET_09587090,BNK_8E5A8F8C,CLEAN,MATCHED,1585479,1585479
CASE_02772,PAY_12CD6B6A,SET_1DFE7AEC,BNK_1EE53EA0,ONE_TO_MANY,MATCHED,488786,488786
CASE_02773,PAY_15665348,SET_DD0D9E46,BNK_60DADE56,TIMING_DIFFERENCE,MATCHED,451976,451976
CASE_02774,PAY_9375DA95,SET_2B68AF67,BNK_40703A00,CLEAN,MATCHED,1211420,1211420
CASE_02775,PAY_0C4375DF,SET_936154D9,BNK_94BD001A,REFUND,MATCHED,904351,904351
CASE_02776,PAY_47D17C45,SET_EAEBF42F,BNK_8C08E66E,ONE_TO_MANY,MATCHED,1317945,1317945
CASE_02777,PAY_29659339,SET_4F34CF89,BNK_A6F45517,UNEXPLAINED_DELTA,EXCEPTION,1814347,1768747
CASE_02778,PAY_605095C8,SET_4AF54526,BNK_299F645B,TIMING_DIFFERENCE,MATCHED,1116807,1116807
CASE_02779,PAY_6DFEE98C,SET_081C5A5D,BNK_54015390,CLEAN,MATCHED,1006181,1006181
CASE_02780,PAY_744D1D58,SET_00B75313,BNK_200E42A1,OTHER,MATCHED,1224406,1224406
CASE_02781,PAY_2A112448,SET_0CDAC266,BNK_E79C3878,HIGH_VALUE_ANOMALY,REVIEW,5370200,5370200
CASE_02782,PAY_C6C59925,SET_E5574BC1,BNK_BEA6893F,ONE_TO_MANY,MATCHED,1143853,1143853
CASE_02783,PAY_3D18D9B4,SET_0A90BD08,BNK_59E31C07,OTHER,MATCHED,1285333,1285333
CASE_02784,PAY_B8E34666,SET_47718F65,BNK_B4F3EE65,UNEXPLAINED_DELTA,EXCEPTION,55851,20651
CASE_02785,PAY_E6D115D9,SET_1A7FBDA5,BNK_0E41CA08,CHARGEBACK,MATCHED,-2964,-2964
CASE_02786,PAY_3C42ABC5,SET_94DEF6CE,BNK_9533B44B,DUPLICATE,REVIEW,1746487,1746487
CASE_02787,PAY_81622F95,SET_CBA25C52,BNK_D49B1B7A,FEE_VARIANCE,EXCEPTION,228478,228378
CASE_02788,PAY_C0230EC9,SET_F6298D48,BNK_E128F8C2,TIMING_DIFFERENCE,MATCHED,1295879,1295879
CASE_02789,PAY_1DE77800,SET_0E3FFA45,BNK_75FCF90C,OTHER,MATCHED,1807903,1807903
CASE_02790,PAY_E40C2F3D,SET_8A98806D,BNK_39199E0B,CLEAN,MATCHED,1228898,1228898
CASE_02791,PAY_5170EAB7,SET_D38C3EAF,BNK_21952222,REFERENCE_TYPO,MATCHED,1624828,1624828
CASE_02792,PAY_310CD180,,,MISSING_SETTLEMENT,EXCEPTION,834530,834530
CASE_02793,PAY_2F5A4CEE,SET_F46B1C5D,BNK_AF51998C,CLEAN,MATCHED,604783,604783
CASE_02794,PAY_47A4C8C7,SET_21972E52,BNK_773009C6,ONE_TO_MANY,MATCHED,1566244,1566244
CASE_02795,PAY_F9DFE6EB,,,MISSING_SETTLEMENT,EXCEPTION,1021413,1021413
CASE_02796,PAY_292D0AE8,SET_9E3288BF,BNK_9884BBAC,CHARGEBACK,MATCHED,-40679,-40679
CASE_02797,PAY_95BA7A78,SET_699E96FC,BNK_1782DCBF,CLEAN,MATCHED,1327514,1327514
CASE_02798,PAY_F525DF77,,,MISSING_SETTLEMENT,EXCEPTION,265777,265777
CASE_02799,PAY_3421E89F,SET_EE6E7713,BNK_DC3BABA8,FEE_VARIANCE,EXCEPTION,484881,484781
CASE_02800,PAY_EC631BFD,SET_A1683162,BNK_FC265427,CLEAN,MATCHED,1328295,1328295
CASE_02801,PAY_01C5E921,SET_C255732B,BNK_C1B3B80C,CLEAN,MATCHED,1729791,1729791
CASE_02802,PAY_827CE1EE,SET_66F3C90C,BNK_04683893,CLEAN,MATCHED,773407,773407
CASE_02803,PAY_668B181D,SET_709A04B6,BNK_9AF68A4B,FEE_VARIANCE,EXCEPTION,1037035,1036935
CASE_02804,PAY_6B838F7F,SET_6498119B,BNK_8F5AE87D,UNEXPLAINED_DELTA,EXCEPTION,1706650,1678750
CASE_02805,PAY_DF75174C,SET_6800D29D,BNK_B2BB604D,REFUND,MATCHED,200946,200946
CASE_02806,PAY_A668A13B,SET_14776F8A,BNK_A89393A6,ONE_TO_MANY,MATCHED,376696,376696
CASE_02807,PAY_CDE0B54B,SET_5ABAF5E4,BNK_5442514E,CLEAN,MATCHED,543953,543953
CASE_02808,PAY_2C7CFA4F,,,MISSING_SETTLEMENT,EXCEPTION,40814,40814
CASE_02809,PAY_A7F9EFCE,SET_6066CA58,BNK_C2C4BEAE,OTHER,MATCHED,1907203,1907203
CASE_02810,PAY_0CD5A846,SET_BD50EF86,BNK_D664B523,DUPLICATE,REVIEW,247518,247518
CASE_02811,PAY_8951618C,SET_04FFDCEA,BNK_A90A053C,CLEAN,MATCHED,1269906,1269906
CASE_02812,PAY_5515E8B2,SET_1FFAEDAC,BNK_26D7EC99,CLEAN,MATCHED,682211,682211
CASE_02813,PAY_85C17A07,,,MISSING_SETTLEMENT,EXCEPTION,634563,634563
CASE_02814,PAY_50F6D658,SET_87A9F6D3,BNK_9E789F8E,REFUND,MATCHED,170838,170838
CASE_02815,PAY_5DFF76FD,SET_F09FF394,BNK_B680A2B0,CLEAN,MATCHED,352871,352871
CASE_02816,PAY_37700DBA,SET_E2773528,BNK_7E30887E,UNEXPLAINED_DELTA,EXCEPTION,1370671,1369671
CASE_02817,PAY_7201FBBC,SET_8CB1506D,BNK_35A46DE1,CLEAN,MATCHED,1515764,1515764
CASE_02818,PAY_F349A915,SET_3F7E7952,BNK_9BF8B08C,REFUND,MATCHED,468588,468588
CASE_02819,PAY_2B33B337,SET_FFA9BF1E,BNK_1132221A,CLEAN,MATCHED,931193,931193
CASE_02820,PAY_F346B796,SET_453CFFBB,BNK_82FD388A,CLEAN,MATCHED,1401916,1401916
CASE_02821,PAY_7512516D,SET_155758D0,BNK_3638C53E,CLEAN,MATCHED,427175,427175
CASE_02822,PAY_BBB36C0A,SET_2B31776D,BNK_7EA8022F,TIMING_DIFFERENCE,MATCHED,213442,213442
CASE_02823,PAY_853B9249,SET_EE9F8C03,BNK_78C94528,ONE_TO_MANY,MATCHED,821055,821055
CASE_02824,PAY_8FC0B725,SET_2C201B95,BNK_F9D853E5,TIMING_DIFFERENCE,MATCHED,1254186,1254186
CASE_02825,PAY_92D10E19,SET_ED20A7B5,BNK_A496C93B,CLEAN,MATCHED,408819,408819
CASE_02826,PAY_FC5C6DAB,SET_6FAF928F,BNK_253A8343,CLEAN,MATCHED,263628,263628
CASE_02827,PAY_22A3DC82,SET_8646B25B,BNK_98C329CD,CLEAN,MATCHED,1184471,1184471
CASE_02828,PAY_4CB29A79,SET_07C9C5B2,BNK_581DC11F,CLEAN,MATCHED,490056,490056
CASE_02829,PAY_31323C30,SET_92AAC189,BNK_0D121CCC,CLEAN,MATCHED,1855063,1855063
CASE_02830,PAY_276ADF2D,SET_4F5904BA,BNK_FBEF68E1,CLEAN,MATCHED,1220208,1220208
CASE_02831,PAY_B2C9B943,SET_4FB40971,BNK_EE4F9775,CLEAN,MATCHED,1267075,1267075
CASE_02832,PAY_F18B0A09,SET_892690C2,BNK_7BF40B93,CLEAN,MATCHED,556451,556451
CASE_02833,PAY_709185C8,SET_120E064E,BNK_C5F80CC1,CHARGEBACK,MATCHED,-44195,-44195
CASE_02834,PAY_FFFB7698,SET_4F80E1CA,BNK_63D8933E,DUPLICATE,REVIEW,246737,246737
CASE_02835,PAY_1B361818,SET_D25A15DC,BNK_46D64BD9,CLEAN,MATCHED,1096498,1096498
CASE_02836,PAY_BE72A210,SET_10371B4C,BNK_0000AB91,REFUND,MATCHED,628420,628420
CASE_02837,PAY_166A8F50,SET_DFEB5218,BNK_45646351,CLEAN,MATCHED,1499653,1499653
CASE_02838,PAY_0A177B98,SET_BAC1043C,BNK_9111CC61,TIMING_DIFFERENCE,MATCHED,281204,281204
CASE_02839,PAY_78410E90,SET_C1EDEAAA,BNK_DDA9D770,UNEXPLAINED_DELTA,EXCEPTION,1352217,1347517
CASE_02840,PAY_5EB6B909,SET_72BFE40E,BNK_32F3E839,CLEAN,MATCHED,611032,611032
CASE_02841,PAY_EF29E3D0,SET_45CD6CB9,BNK_7EEC8209,TAX_VARIANCE,EXCEPTION,190984,191034
CASE_02842,PAY_CE334D60,SET_11483B16,BNK_D299D4EB,REFERENCE_TYPO,MATCHED,1071502,1071502
CASE_02843,PAY_86C76E33,SET_661FA12A,BNK_9F0702D9,CHARGEBACK,MATCHED,-8807,-8807
CASE_02844,PAY_8E8D4DF8,SET_6B9B60F0,BNK_1302F858,CHARGEBACK,MATCHED,-7705,-7705
CASE_02845,PAY_7083CB3E,SET_C78CD9C5,BNK_DB7BFCF1,DUPLICATE,REVIEW,1198727,1198727
CASE_02846,PAY_2FE1C58E,SET_FB45D4CE,BNK_16738DDB,CLEAN,MATCHED,1646504,1646504
CASE_02847,PAY_AE9E395D,SET_A9EA6E90,BNK_248F669C,FEE_VARIANCE,EXCEPTION,792740,792640
CASE_02848,PAY_20A02FB9,SET_607E584A,BNK_17812EB3,CLEAN,MATCHED,1083609,1083609
CASE_02849,PAY_D49D6290,SET_D0573EA0,BNK_04C87328,REFERENCE_TYPO,MATCHED,1782419,1782419
CASE_02850,PAY_6F114909,SET_35378065,BNK_0DBEBA42,CLEAN,MATCHED,323579,323579
CASE_02851,PAY_70A8F790,SET_57F81EDC,BNK_1A898483,CLEAN,MATCHED,1750881,1750881
CASE_02852,PAY_1D37EFE9,SET_3452F298,BNK_9A543264,CLEAN,MATCHED,719607,719607
CASE_02853,,SET_E6C4A12B,BNK_AC5F1513,MISSING_PAYMENT,EXCEPTION,270268,270268
CASE_02854,PAY_D7C4714D,SET_74A0CCFA,BNK_754D5144,UNEXPLAINED_DELTA,EXCEPTION,268022,220022
CASE_02855,PAY_48416813,SET_61A23AE7,BNK_9169C2B4,OTHER,MATCHED,1719636,1719636
CASE_02856,PAY_A1E10170,SET_4CFE396D,BNK_DDC09861,ONE_TO_MANY,MATCHED,1905738,1905738
CASE_02857,PAY_3CD86E41,SET_69CC0CD4,BNK_0DBA373E,HIGH_VALUE_ANOMALY,REVIEW,5370200,5370200
CASE_02858,PAY_F030AFDA,SET_A262766F,BNK_4B51B6E6,CLEAN,MATCHED,924944,924944
CASE_02859,PAY_3177B84A,SET_B6E1652E,BNK_02EC0D16,CLEAN,MATCHED,945742,945742
CASE_02860,,SET_7949A287,BNK_D4FAD29D,MISSING_PAYMENT,EXCEPTION,1183788,1183788
CASE_02861,PAY_5A2F544D,SET_2631BC99,BNK_3BAD1839,AMBIGUOUS,REVIEW,676548,676548
CASE_02862,PAY_B9C31AC1,SET_CA02F3A5,BNK_DDF17CC5,UNEXPLAINED_DELTA,EXCEPTION,1038402,1034402
CASE_02863,PAY_5A436953,SET_379EF71A,BNK_F220193C,CLEAN,MATCHED,227209,227209
CASE_02864,PAY_1450D398,,,MISSING_SETTLEMENT,EXCEPTION,1809367,1809367
CASE_02865,PAY_2A79146D,SET_7A736222,BNK_E35B2205,CLEAN,MATCHED,959216,959216
CASE_02866,PAY_3E6A9537,SET_E608DAD3,BNK_C2CB183E,CLEAN,MATCHED,1020631,1020631
CASE_02867,PAY_C68BB695,SET_EF2271CD,BNK_B19CC2CF,CLEAN,MATCHED,1839929,1839929
CASE_02868,PAY_2FF73CE9,SET_665FB16A,BNK_48D5197D,UNEXPLAINED_DELTA,EXCEPTION,580666,541166
CASE_02869,PAY_77253002,,,MISSING_SETTLEMENT,EXCEPTION,406183,406183
CASE_02870,PAY_4C0D434B,SET_083FA23B,BNK_673AA053,OTHER,MATCHED,182294,182294
CASE_02871,PAY_795DA01E,SET_E2B70545,BNK_1C80FC13,TIMING_DIFFERENCE,MATCHED,512122,512122
CASE_02872,PAY_BFEC76FF,SET_FA9035D7,BNK_023F9C0C,OTHER,MATCHED,1400060,1400060
CASE_02873,PAY_1EEBBE11,SET_9CB5C9E4,BNK_62384DBF,CHARGEBACK,MATCHED,-29941,-29941
CASE_02874,PAY_E4A98EDC,SET_9D4F94FF,BNK_730050AE,TIMING_DIFFERENCE,MATCHED,1871173,1871173
CASE_02875,PAY_64D519BF,SET_30FF2A06,BNK_33F65A63,CLEAN,MATCHED,88072,88072
CASE_02876,PAY_1FE7F2BD,SET_994B25DB,BNK_4CFB239F,ONE_TO_MANY,MATCHED,805628,805628
CASE_02877,PAY_8A844F7C,SET_32D6B297,BNK_618CB6EF,CLEAN,MATCHED,481268,481268
CASE_02878,PAY_29D9FCC7,SET_FAEB49DF,BNK_084E71CE,CLEAN,MATCHED,467306,467306
CASE_02879,,SET_FBFD3D31,BNK_BB80BF46,MISSING_PAYMENT,EXCEPTION,1050021,1050021
CASE_02880,PAY_7AE27397,SET_7F28DB53,BNK_2B977732,OTHER,MATCHED,322505,322505
CASE_02881,PAY_A8AC478B,SET_E0612680,BNK_9C9B1218,AMBIGUOUS,REVIEW,1182811,1182811
CASE_02882,PAY_06055D6A,SET_A8B30E47,BNK_59DF0861,CHARGEBACK,MATCHED,-6230,-6230
CASE_02883,PAY_057C4419,SET_403A139A,BNK_678CDCEF,TAX_VARIANCE,EXCEPTION,1011453,1011503
CASE_02884,PAY_61365A84,SET_365A1DF0,BNK_9DDE3DEB,CLEAN,MATCHED,831796,831796
CASE_02885,PAY_5B9D14DE,SET_2C513AD3,BNK_434F0DFE,ONE_TO_MANY,MATCHED,1790523,1790523
CASE_02886,PAY_EBA511AE,SET_7B2A1774,BNK_219CE3AF,UNEXPLAINED_DELTA,EXCEPTION,295264,245664
CASE_02887,PAY_007092FC,SET_AC25E399,BNK_73320926,CLEAN,MATCHED,712870,712870
CASE_02888,PAY_6C3E8EEE,SET_08BD2108,BNK_D1A6C7E5,CLEAN,MATCHED,579592,579592
CASE_02889,PAY_43FFB679,SET_B21FBC18,BNK_322EF3E1,TAX_VARIANCE,EXCEPTION,85631,85681
CASE_02890,PAY_D11B0648,SET_8E8E4758,BNK_732ACD92,REFERENCE_TYPO,MATCHED,595897,595897
CASE_02891,PAY_94F4BEB1,SET_C34C78B4,BNK_779EDF1E,CLEAN,MATCHED,722536,722536
CASE_02892,PAY_40D5516C,SET_E43AF80A,BNK_B28B1052,CLEAN,MATCHED,1590556,1590556
CASE_02893,PAY_C45B9918,SET_4EB79CE3,BNK_68A9864C,CHARGEBACK,MATCHED,-22903,-22903
CASE_02894,PAY_6B2E7AF0,SET_6BE89B85,BNK_F1866B65,UNEXPLAINED_DELTA,EXCEPTION,1307400,1293900
CASE_02895,PAY_18B85AE3,SET_2691DC90,BNK_DF882AAD,TAX_VARIANCE,EXCEPTION,1727447,1727497
CASE_02896,PAY_790B1B85,SET_626A3D09,BNK_75181F58,DUPLICATE,REVIEW,954529,954529
CASE_02897,PAY_29B181E4,SET_61EE1C65,BNK_7C88E591,OTHER,MATCHED,1931613,1931613
CASE_02898,PAY_32D8ED99,SET_81C5FD50,BNK_CDBAC0DB,TAX_VARIANCE,EXCEPTION,375133,375183
CASE_02899,PAY_4E077BD7,SET_8AF0E8C2,BNK_29119FD4,HIGH_VALUE_ANOMALY,REVIEW,29292000,29292000
CASE_02900,PAY_89E6FBD5,SET_7E8AEF7F,BNK_B4960597,TAX_VARIANCE,EXCEPTION,1370866,1370916
CASE_02901,PAY_EFFA75F3,SET_47CA0551,BNK_EE74FA76,OTHER,MATCHED,1441167,1441167
CASE_02902,PAY_D1D6F6F0,SET_BC8021D9,BNK_451A4A50,CLEAN,MATCHED,343986,343986
CASE_02903,PAY_EE276D16,SET_AC643984,BNK_E9D0D28D,TAX_VARIANCE,EXCEPTION,121367,121417
CASE_02904,PAY_304612C6,SET_9C642A98,BNK_B22688ED,CLEAN,MATCHED,1859066,1859066
CASE_02905,PAY_15B1A566,SET_490AD21E,BNK_6BF2C67B,CLEAN,MATCHED,874562,874562
CASE_02906,PAY_79DFEA0B,SET_7BAA778F,BNK_50C5EFB5,DUPLICATE,REVIEW,1216595,1216595
CASE_02907,PAY_1503FAD1,SET_67DD07E3,BNK_E1959394,OTHER,MATCHED,1083609,1083609
CASE_02908,PAY_E671EBF5,SET_BFA6BCEE,BNK_89C4C344,UNEXPLAINED_DELTA,EXCEPTION,1445756,1442556
CASE_02909,PAY_A7E637C0,SET_80A386B1,BNK_2831730B,OTHER,MATCHED,1188963,1188963
CASE_02910,PAY_6785B491,SET_894DF822,BNK_CDBE3ECC,CLEAN,MATCHED,37494,37494
CASE_02911,PAY_A88C8ED2,SET_35AFF5E9,BNK_5C16C5A3,TAX_VARIANCE,EXCEPTION,766474,766524
CASE_02912,PAY_B9E074B8,SET_88B39093,BNK_0973B3C7,CLEAN,MATCHED,413604,413604
CASE_02913,PAY_E4BE5944,SET_9863E54D,BNK_F641D372,OTHER,MATCHED,298779,298779
CASE_02914,PAY_225A178B,SET_D6A4353C,BNK_5A81FBEB,REFUND,MATCHED,820695,820695
CASE_02915,PAY_D9A14F67,SET_5B934B36,BNK_7AB5E8D4,CLEAN,MATCHED,540926,540926
CASE_02916,PAY_3B0FA9CC,SET_071F3256,BNK_04F71E0E,CLEAN,MATCHED,840779,840779
CASE_02917,PAY_A202760F,SET_3D4ADF99,BNK_0A2FAF68,REFUND,MATCHED,43019,43019
CASE_02918,PAY_2C774F2B,SET_53F1F96E,BNK_52DA9563,CLEAN,MATCHED,1540271,1540271
CASE_02919,PAY_FFC79908,SET_D85C1FB1,BNK_016FADB5,REFUND,MATCHED,544192,544192
CASE_02920,PAY_C034D1CC,SET_08207E52,BNK_EEC37659,REFUND,MATCHED,658099,658099
CASE_02921,PAY_ADFD97E4,SET_CA843693,BNK_4BFCAADE,FEE_VARIANCE,EXCEPTION,1631760,1631660
CASE_02922,PAY_D51087C8,SET_EBC752BF,BNK_BA040F99,CLEAN,MATCHED,246834,246834
CASE_02923,PAY_AC4C99C5,SET_68E384E5,BNK_9CD4548E,UNEXPLAINED_DELTA,EXCEPTION,344279,315779
CASE_02924,PAY_C0423251,SET_24B58A33,BNK_86E3030F,FEE_VARIANCE,EXCEPTION,657801,657701
CASE_02925,PAY_CBAFF55E,SET_8B79490D,BNK_3B74284E,ONE_TO_MANY,MATCHED,388803,388803
CASE_02926,PAY_30319FE5,SET_604A71FB,BNK_C494C75B,TIMING_DIFFERENCE,MATCHED,1512346,1512346
CASE_02927,PAY_187DCCE8,SET_C60BBF31,BNK_DDE0A8C3,CLEAN,MATCHED,920257,920257
CASE_02928,PAY_131F5D63,SET_99DF0606,BNK_0AE8DC5C,UNEXPLAINED_DELTA,EXCEPTION,151342,136342
CASE_02929,PAY_0A70A84E,SET_C9AF27B9,BNK_670F9138,OTHER,MATCHED,383042,383042
CASE_02930,PAY_D55E1A50,SET_A5118481,BNK_33E14291,CLEAN,MATCHED,1777927,1777927
CASE_02931,PAY_3E29A899,SET_3A60DCC9,BNK_E3B1FF1D,TIMING_DIFFERENCE,MATCHED,176143,176143
CASE_02932,PAY_23FE1108,,,MISSING_SETTLEMENT,EXCEPTION,1588310,1588310
CASE_02933,,SET_A119EF15,BNK_DF424CA5,MISSING_PAYMENT,EXCEPTION,519348,519348
CASE_02934,PAY_D2F47937,SET_D4FC0804,BNK_08D26175,REFERENCE_TYPO,MATCHED,114337,114337
CASE_02935,PAY_D300C6A0,SET_0DD6AFBB,BNK_305DE6DD,OTHER,MATCHED,1106652,1106652
CASE_02936,PAY_5AEE0F41,SET_A6C19652,BNK_6CB5C3BD,TIMING_DIFFERENCE,MATCHED,1006669,1006669
CASE_02937,PAY_C96B20A7,SET_F9C90A3F,BNK_5A712FFF,FEE_VARIANCE,EXCEPTION,41888,41788
CASE_02938,PAY_71818B0D,SET_BEA5FF7D,BNK_3BD280DF,DUPLICATE,REVIEW,353750,353750
CASE_02939,PAY_1ABC1D9E,SET_897DA7DA,BNK_E624AFC4,OTHER,MATCHED,688167,688167
CASE_02940,PAY_26FD7AFB,SET_EB3480BA,BNK_F3AD4B5C,DUPLICATE,REVIEW,144898,144898
CASE_02941,PAY_A2561FC8,SET_5FD3A65F,BNK_4ED0625D,CLEAN,MATCHED,1442436,1442436
CASE_02942,PAY_74072A0B,SET_2248214C,BNK_8CE8BE73,REFUND,MATCHED,927361,927361
CASE_02943,PAY_FC7D019E,SET_91BD557A,BNK_8EC930E0,CLEAN,MATCHED,1690832,1690832
CASE_02944,PAY_3976ED63,SET_71BDDA89,BNK_BB4D5023,AMBIGUOUS,REVIEW,1706748,1706748
CASE_02945,PAY_79FAF66C,SET_13FB3A24,BNK_CAA927FB,CLEAN,MATCHED,949159,949159
CASE_02946,PAY_47E20B35,SET_C1BA906D,BNK_422F4001,CLEAN,MATCHED,894383,894383
CASE_02947,PAY_09AE69C9,SET_6C84DB54,BNK_427C0EFF,CLEAN,MATCHED,1257311,1257311
CASE_02948,PAY_9BAECE1B,SET_EC1CC890,BNK_8145B05C,ONE_TO_MANY,MATCHED,751340,751340
CASE_02949,PAY_E5CBB5ED,SET_E00B4FA3,BNK_A11EBB7B,ONE_TO_MANY,MATCHED,1614478,1614478
CASE_02950,PAY_4BE3A845,SET_182F8F91,BNK_89430B51,CLEAN,MATCHED,192156,192156
CASE_02951,PAY_BB0F0420,SET_8712CA94,BNK_02BE2732,DUPLICATE,REVIEW,989289,989289
CASE_02952,PAY_46A108BC,SET_3B1FF07D,BNK_291C634D,REFERENCE_TYPO,MATCHED,233360,233360
CASE_02953,PAY_F3FBA811,SET_BEB2BFA1,BNK_FCC5BD95,TIMING_DIFFERENCE,MATCHED,629095,629095
CASE_02954,PAY_B3C7406E,SET_C81CE96A,BNK_F9D17199,CLEAN,MATCHED,1654217,1654217
CASE_02955,PAY_47A445EA,SET_999BC57C,BNK_EC47B00B,DUPLICATE,REVIEW,1852329,1852329
CASE_02956,PAY_2C6070B1,SET_7AE52F3D,BNK_3556E6AB,CLEAN,MATCHED,219690,219690
CASE_02957,,SET_F3D17191,BNK_87AC8914,MISSING_PAYMENT,EXCEPTION,1614478,1614478
CASE_02958,PAY_0689B9E4,SET_30ECE959,BNK_3499BDB8,CLEAN,MATCHED,1898903,1898903
CASE_02959,PAY_7A56D745,SET_A5E5A9D1,BNK_FEED8327,CLEAN,MATCHED,979818,979818
CASE_02960,PAY_03E02CDD,SET_E14165A3,BNK_2E5027FC,CLEAN,MATCHED,1202339,1202339
CASE_02961,PAY_EC8EB404,SET_1B3AFE01,BNK_966AEF8D,CLEAN,MATCHED,1509905,1509905
CASE_02962,PAY_EDC1A876,SET_01B1B131,BNK_978D8144,CLEAN,MATCHED,1806145,1806145
CASE_02963,PAY_81511B29,SET_539EEA2A,BNK_600F91E9,CLEAN,MATCHED,1702549,1702549
CASE_02964,PAY_C4719BC1,SET_7A6E4B73,BNK_ED5275F2,OTHER,MATCHED,456077,456077
CASE_02965,PAY_FF8ED8CE,SET_B36D2D02,BNK_BA05A98B,UNEXPLAINED_DELTA,EXCEPTION,1103723,1084223
CASE_02966,PAY_733CE547,SET_F19325F5,BNK_CBE69007,REFERENCE_TYPO,MATCHED,1106457,1106457
CASE_02967,PAY_862B742F,SET_B6358967,BNK_5B28752A,OTHER,MATCHED,953650,953650
CASE_02968,,SET_C3E40DF2,BNK_0999AE55,MISSING_PAYMENT,EXCEPTION,1091323,1091323
CASE_02969,PAY_3D197A7B,SET_D18D37D5,BNK_73E56811,FEE_VARIANCE,EXCEPTION,232286,232186
CASE_02970,PAY_993A5B3C,SET_8DBE6662,BNK_D6A02B44,FEE_VARIANCE,EXCEPTION,1068670,1068570
CASE_02971,PAY_90DD147D,SET_AB99722C,BNK_DB12EFCA,REFUND,MATCHED,52452,52452
CASE_02972,PAY_897DB952,SET_CBA2CC12,BNK_AA9A9B13,CLEAN,MATCHED,1858871,1858871
CASE_02973,PAY_3B8765EA,SET_EC1491BF,BNK_5DEE188E,CLEAN,MATCHED,627337,627337
CASE_02974,,SET_BF19C9E1,BNK_2F6CF7BE,MISSING_PAYMENT,EXCEPTION,662195,662195
CASE_02975,PAY_28ABEC71,SET_0E731993,BNK_4AAB7971,UNEXPLAINED_DELTA,EXCEPTION,1189549,1178349
CASE_02976,PAY_E664DA49,SET_2A1347DA,BNK_AD12C9EB,CLEAN,MATCHED,1432184,1432184
CASE_02977,PAY_F9D4C2BE,SET_0AA189CA,BNK_4EA324C4,REFERENCE_TYPO,MATCHED,1306033,1306033
CASE_02978,PAY_81D67900,SET_6E86DED7,BNK_0AC2C5C0,REFERENCE_TYPO,MATCHED,242245,242245
CASE_02979,PAY_A83E63B0,SET_496430F6,BNK_C551658F,CLEAN,MATCHED,767939,767939
CASE_02980,PAY_2BFB9140,SET_210B40EB,BNK_3C5AEEA6,CLEAN,MATCHED,208560,208560
CASE_02981,PAY_F9673110,SET_F1821E04,BNK_9CC5ED06,CLEAN,MATCHED,813635,813635
CASE_02982,PAY_A9607F57,SET_B1799DDF,BNK_D2924406,FEE_VARIANCE,EXCEPTION,1373405,1373305
CASE_02983,PAY_ADD0C8BD,SET_B670B35C,BNK_8BC97BE7,OTHER,MATCHED,658680,658680
CASE_02984,PAY_EEA70CDA,SET_1469A7CB,BNK_C7A849D1,ONE_TO_MANY,MATCHED,373669,373669
CASE_02985,PAY_AD7BDA01,SET_C9DC95EC,BNK_3A55CCB3,CLEAN,MATCHED,1876544,1876544
CASE_02986,PAY_3B66E4A9,SET_3BE479E3,BNK_E8E371BE,CLEAN,MATCHED,953846,953846
CASE_02987,PAY_5D936C3D,SET_9CCDF376,BNK_C4A8D891,CHARGEBACK,MATCHED,-12451,-12451
CASE_02988,PAY_0501E87C,SET_378E027A,BNK_3E47E0A3,CLEAN,MATCHED,537997,537997
